Serial Number,List Year,Date Recorded,Town,Address,Assessed Value,Sale Amount,Sales Ratio,Property Type,Residential Type,Non Use Code,Assessor Remarks,OPM remarks,Location
61998,2006,09/04/2007,Waterbury,200 PROCTOR ST 200,7630.00,33500.00,0.227761194,Condo,Condo,,,,
20098,2002,03/06/2003,Burlington,12 MERRITT WOODS,58870.00,125000.00,0.47096,,,6,,,
110411,2011,05/04/2012,New Haven,54 HUBINGER STREET,121170.00,90000.00,1.346333333,Two Family,Two Family,25 - Other,BELOW MARKET,,
10578,2001,03/27/2002,Hamden,306 BELDEN RD,72660.00,147000.00,0.494285714,,,1,,,POINT (-72.95018 41.35325)
60581,2006,06/08/2007,Wallingford,23 HICKORY CT,194400.00,338000.00,0.575147929,Condo,Condo,,,,
17028,2017,01/31/2018,North Stonington,219 PENDLETON HL,118930.00,217425.00,0.546993216,Single Family,Single Family,,,,
10164,2001,06/21/2002,Redding,157 BLACK ROCK TPKE,417260.00,802000.00,0.520274314,,,,,,POINT (-73.34682 41.30612)
12087,2012,11/20/2012,Hartford,1203-1205 BROAD ST,46924.00,60000.00,0.782066667,Three Family,Three Family,25 - Other,Must be a short sale,,
120006,2012,10/10/2012,New Fairfield,16 MULLER ST,115600.00,119200.00,0.969798658,Single Family,Single Family,,,,POINT (-73.52546 41.45549)
10165,2001,02/11/2002,Simsbury,123 LIBRARY LN,47250.00,65000.00,0.726923077,,,,,,
110179,2011,03/15/2012,Middletown,18 BRETTON RD,209190.00,165000.00,1.267818182,Four Family,Four Family,14 - Foreclosure,,,POINT (-72.65463 41.54763)
40270,2004,05/02/2005,Oxford,26 ROLLING HLS DR,156650.00,388000.00,0.403737113,,,,,,
30296,2003,05/18/2004,Ledyard,12 HIGH VW TER,108710.00,228500.00,0.475754923,,,,,,
12162,2012,12/10/2012,Fairfield,155 GODFREY ROAD,271530.00,445000.00,0.610179775,Single Family,Single Family,,,,POINT (-73.24522 41.19734)
11449,2001,06/26/2002,Danbury,106 LIBERTY ST,104600.00,82500.00,1.267878788,,,8,,,POINT (-73.44626 41.39411)
120273,2012,04/11/2013,Wallingford,10 BEAUMONT RD,779300.00,775000.00,1.005548387,,,,owner retiring price was negotiated,,
100037,2010,06/24/2011,Marlborough,38 ROBERTS RD,226310.00,324000.00,0.698487654,Single Family,Single Family,,,,POINT (-72.47041 41.62368)
11134,2011,09/12/2012,Windsor Locks,7B4 CONCORDE WAY,83000.00,107000.00,0.775700935,Condo,Condo,,,,POINT (-72.66717 41.91984)
140289,2014,12/02/2014,Stamford,70 STRAWBERRY HILL AVE # 2-2E,219320.00,320000.00,0.685375,Condo,Condo,,,,
19194,2019,03/09/2020,Farmington,104 FARMINGTON CHASE CRESCENT,133230.00,187500.00,0.7106,Condo,Condo,,,,
40255,2004,12/06/2004,Fairfield,136 PINE CRK AVE,637000.00,800000.00,0.79625,,,,,,
41592,2004,07/08/2005,Danbury,27 CROWS NEST LN 11E,100400.00,239000.00,0.420083682,,,,,,POINT (-73.41889 41.39278)
60053,2006,12/04/2006,East Haddam,10 PLAINS RD,80400.00,212000.00,0.379245283,Single Family,Single Family,,,,
200088,2020,01/14/2021,Westbrook,5 FAIRWAY LN,61780.00,110000.00,0.5616,Vacant Land,,24 - Plottage,RES VACANT,,
14121,2014,04/02/2015,Montville,18 OLD FITCH HILL RD #3,88140.00,155000.00,0.568645161,Condo,Condo,,,,
20378,2002,08/11/2003,Darien,31 MILLER RD,375690.00,490000.00,0.766714286,,,,,,POINT (-73.5088 41.08406)
17201,2017,07/20/2018,Colchester,226 TAYLOR RD,187500.00,339000.00,0.553,Single Family,Single Family,,,,
51173,2005,11/28/2005,Waterbury,1954-1956 BALDWIN ST,227290.00,850000.00,0.2674,,,,,,POINT (-73.03828 41.52715)
30491,2003,04/06/2004,Southington,320 DUNHAM ST,133420.00,288000.00,0.463263889,,,,,,
20788,2002,06/05/2003,Fairfield,290 OLD BLACK ROCK TPKE,236320.00,396000.00,0.596767677,,,,,,
70416,2007,04/11/2008,Stratford,65 MEADOW WOOD RD,216090.00,340000.00,0.635558824,Single Family,Single Family,,,,POINT (-73.12896 41.23662)
202254,2020,08/25/2021,North Haven,347 STATE ST,3529420.00,5161860.00,0.6837,Commercial,,,,,POINT (-72.8866 41.36939)
141344,2014,08/26/2015,Norwalk,51 NEPTUNE AVE,640440.00,1062000.00,0.603050847,Single Family,Single Family,,,,
20408,2002,06/12/2003,Vernon,153 REGAN RD,75520.00,120000.00,0.629333333,,,,,,
20192,2002,01/31/2003,Rocky Hill,28 MURPHY DR,84000.00,115000.00,0.730434783,,,,,,
10094,2001,12/19/2001,East Hampton,34 S MAIN ST,47770.00,174000.00,0.27454023,,,7,,,POINT (-72.49485 41.56273)
20119,2002,01/21/2003,Darien,20 SHADY ACRES RD,748370.00,2200000.00,0.340168182,,,,,,
181985,2018,09/26/2019,Bridgeport,28 WOODMERE RD,112670.00,220000.00,0.5121,Single Family,Single Family,,,,
100336,2010,03/17/2011,Danbury,42 ROWAN ST,156100.00,79900.00,1.953692115,Single Family,Single Family,14 - Foreclosure,SALE OF FORECLOSURE / I12048,,
200057,2020,06/24/2021,Morris,183 EAST ST,134300.00,230000.00,0.5839,Residential,Single Family,,,,
30038,2003,10/10/2003,Hamden,34 HOMESTEAD AVE,68810.00,165000.00,0.417030303,,,,,,
201180,2020,08/02/2021,West Hartford,84 BREWSTER ROAD,254800.00,570000.00,0.447,Residential,Single Family,,,,POINT (-72.73529 41.79017)
49681,2004,06/29/2005,Bridgeport,35 LESLIE RD L,86790.00,205000.00,0.423365854,,,,,,POINT (-73.22702 41.21549)
10050,2001,04/19/2002,Kent,80 N MAIN ST UT 4B4,87400.00,195000.00,0.448205128,,,,,,POINT (-73.47504 41.72739)
70285,2007,03/19/2008,West Haven,89 COLEMAN ST #115,63840.00,123000.00,0.51902439,Condo,Condo,,,,
30462,2003,12/04/2003,Waterbury,92 ANGEL DR D,11690.00,38500.00,0.303636364,,,,,,
160540,2016,07/20/2017,Norwich,26 SHOLES AVE,76300.00,159900.00,0.477173233,Single Family,Single Family,,,,
15108,2015,08/01/2016,New Hartford,752 TOWN HILL ROAD,561400.00,615625.00,0.911918782,Single Family,Single Family,08 - Part Interest,,,
90085,2009,11/03/2009,Middletown,262 KELSEY ST,226800.00,282000.00,0.804255319,Single Family,Single Family,,,,
40126,2004,11/19/2004,Groton,301 BUDDINGTON RD LT 58,0.00,69700.00,0,,,7,,,POINT (-72.04367 41.35353)
200769,2020,06/09/2021,Norwich,16 WILMOT AVE,81700.00,30000.00,2.7233,Residential,Single Family,,,,POINT (-72.09076 41.51277)
130432,2013,06/05/2014,Bristol,66 EMMETT ST #50,12740.00,24000.00,0.530833333,Single Family,Single Family,25 - Other,"NOT USEABLE, SALE OF TRAILER.",,
50295,2005,01/31/2006,Shelton,98 PERRY HL RD,103530.00,245500.00,0.421710794,,,,,,
140090,2014,09/10/2015,Harwinton,991 HILL RD,121230.00,168000.00,0.721607143,Single Family,Single Family,,,,
141409,2014,08/03/2015,Bridgeport,980 LINDLEY STREET #405F,85660.00,51600.00,1.660077519,Condo,Condo,25 - Other,DISTRESSED SALE,,
51657,2005,08/01/2006,Norwalk,442 MAIN AVE,3095890.00,681567.00,4.542312054,,,7,,,
20450,2002,06/13/2003,Newington,11 ROBIN BRK DR,66430.00,125000.00,0.53144,,,,,,
51295,2005,04/03/2006,Stamford,287 HAMILTON AVE 1F,87010.00,300000.00,0.290033333,,,,,,
190111,2019,11/18/2019,Shelton,476 ASBURY RIDGE,83230.00,150000.00,0.5549,Condo,Condo,,,,
200194,2020,12/07/2020,Trumbull,25 WHITE OAK RD,253610.00,470000.00,0.5395,Residential,Single Family,,,,POINT (-73.20189 41.23847)
100084,2010,12/07/2010,East Hartford,22 ANDOVER RD,174330.00,110000.00,1.584818182,Single Family,Single Family,25 - Other,assm't higher than sale price,,
30342,2003,04/19/2004,Southbury,435 JEREMY SWAMP RD,242380.00,390000.00,0.621487179,,,,,,
140060,2014,10/21/2014,Waterbury,75 ALTYRE ST,68640.00,85000.00,0.807529412,Single Family,Single Family,15 - Government Agency,,,
80232,2008,06/29/2009,Naugatuck,7 GREAT HILL RD,831750.00,1275000.00,0.652352941,,,,,,POINT (-73.01785 41.50593)
50292,2005,04/28/2006,New London,53 GEORGIANA ST,92120.00,210000.00,0.438666667,,,,,,POINT (-72.11262 41.36166)
17174,2017,05/04/2018,Montville,11 SUNVIEW RD,157250.00,235000.00,0.6691,Single Family,Single Family,,,,
31525,2003,07/13/2004,Danbury,55 MILL RDG RD,140500.00,265000.00,0.530188679,,,,,,
90134,2009,12/07/2009,Southington,WINTERBERRY WOODS 4 2118-4,127890.00,219000.00,0.583972603,Condo,Condo,,,,POINT (-72.86556 41.54883)
160093,2016,12/09/2016,Cheshire,145 JINNY HILL ROAD,313650.00,450000.00,0.697,Single Family,Single Family,,,,
20002,2020,10/01/2020,Darien,6 ANDREWS DRIVE,569030.00,1095000.00,0.5196,Residential,Single Family,,,,
60122,2006,03/27/2007,Suffield,31 GOOSEBERRY DR,0.00,413026.00,0,Condo,Condo,07 - Change in Property,,,
17059,2017,04/17/2018,Lebanon,489 DEEPWOOD DR,80400.00,110000.00,0.7309,Single Family,Single Family,,,,POINT (-72.32224 41.61851)
20539,2002,09/05/2003,Wethersfield,210 NOTT ST,82200.00,188000.00,0.437234043,,,,,,POINT (-72.66899 41.71609)
120082,2012,05/06/2013,Wolcott,12 SPINDLE HILL RD 4B,179960.00,330000.00,0.545333333,Condo,Condo,,,,
20259,2002,01/23/2003,Wallingford,42 439 S CHERRY ST,26700.00,25000.00,1.068,,,8,,,
50091,2005,12/28/2005,Darien,5 BROOK ST UT 1C,92190.00,80000.00,1.152375,,,8,,,POINT (-73.47229 41.07541)
140325,2014,09/14/2015,Griswold,115 RUSSELLSTREET,105490.00,123000.00,0.857642276,Single Family,Single Family,,,,
50444,2005,07/28/2006,Simsbury,23 OLD ML CT,102900.00,244500.00,0.420858896,,,,,,
40518,2004,06/30/2005,Newtown,11 JORDAN HL RD,371800.00,649000.00,0.572881356,,,,,,
30168,2003,02/10/2004,Bloomfield,20 MAYFAIR RD,49610.00,135000.00,0.367481481,,,,,,
70668,2007,07/31/2008,Fairfield,51 CREST TERR,457780.00,522500.00,0.876133971,Single Family,Single Family,,,,
10141,2001,03/01/2002,Madison,106 FIELD BROOK RD,297900.00,650000.00,0.458307692,,,,,,POINT (-72.59337 41.31456)
110862,2011,06/18/2012,Waterbury,48 TAYLOR ST,110480.00,12650.00,8.733596838,Three Family,Three Family,14 - Foreclosure,,,POINT (-73.02707 41.55454)
800063,2008,10/31/2008,East Hartford,137 GREENWOOD ST,109660.00,147000.00,0.745986395,Single Family,Single Family,,,,
170049,2017,10/27/2017,Meriden,77 HUBER AVE,109410.00,176000.00,0.621647727,Single Family,Single Family,,,,
20726,2020,04/27/2021,Hartford,741 PARK ST,370230.00,497000.00,0.7449,Commercial,,25 - Other,ESTATE SALE,,
1300315,2013,08/05/2014,East Haven,116 BENNETT RD,216150.00,255500.00,0.845988258,Single Family,Single Family,,,,
130054,2013,09/16/2014,Salem,308 OLD COLCHESTER RD #U8,81500.00,114000.00,0.714912281,Condo,Condo,,,,POINT (-72.24032 41.50522)
60209,2006,04/02/2007,Cromwell,2122 CROMWELL HLS DR,47280.00,100000.00,0.4728,Single Family,Single Family,,,,POINT (-72.67676 41.60718)
170078,2017,11/16/2017,Windsor,7 JAY CIR,167580.00,265000.00,0.632377358,Single Family,Single Family,,,,
20662,2002,05/01/2003,Manchester,112 GARDEN GROVE RD,153000.00,269900.00,0.566876621,,,,,,
20089,2002,12/19/2002,East Hampton,24 FLANDERS RD,101480.00,130000.00,0.780615385,,,,,,
140911,2014,04/30/2015,Bridgeport,665 BOSTON AVENUE,80950.00,25000.00,3.238,Single Family,Single Family,14 - Foreclosure,,,
10277,2001,09/19/2002,Canton,9 UPLANDS DR,186360.00,359900.00,0.517810503,,,,,,
18016,2018,11/30/2018,Salisbury,11 INDIAN MTN ROAD,158200.00,200000.00,0.791,Single Family,Single Family,25 - Other,NOT ON OPEN MARKET,,
100108,2010,01/26/2011,Windsor,27 PEPPERBUSH WAY,141750.00,123000.00,1.152439024,Single Family,Single Family,14 - Foreclosure,,,
30347,2003,09/13/2004,Ellington,1 MAPLE ST UT 18,52280.00,133900.00,0.390440627,,,,,,
170743,2017,06/15/2018,Stratford,3150 HUNTINGTON RD,391090.00,559900.00,0.6984,Single Family,Single Family,,,,POINT (-73.14454 41.24763)
14127,2014,07/29/2015,Derby,53 FRANKLIN AVE,263410.00,324501.00,0.811738639,Single Family,Single Family,,,,
50354,2005,07/21/2006,Waterford,1 BURLAKE RD,145580.00,290000.00,0.502,,,6,,,
180221,2018,08/16/2019,Bloomfield,1087 BLUE HILLS AVE,32550.00,55000.00,0.5918,Condo,Condo,,,,
50059,2005,10/17/2005,Bristol,482 BROAD ST LT 28,8890.00,19000.00,0.467894737,,,,,,
20380,2020,01/28/2021,Hartford,39 BOND ST & 43 BOND ST & 47 B,413700.00,1200000.00,0.3447,Apartments,,24 - Plottage,,,
30396,2003,08/09/2004,Brookfield,108 N LAKESHORE DR,713200.00,1675000.00,0.425791045,,,,,,
180332,2018,02/28/2019,New Haven,1231 ELLA GRASSO BLVD # B,28980.00,25000.00,1.1592,Condo,Condo,25 - Other,BELOW MARKET,,
40074,2004,11/17/2004,North Haven,1613 HARTFORD TPKE,97580.00,235000.00,0.415234043,,,,,,
160146,2016,08/18/2017,Prospect,60 WHITE OAK DR,108320.00,171044.00,0.633287341,Condo,Condo,,,,
180438,2018,04/02/2019,Meriden,52 FREMONT ST,155260.00,230000.00,0.675043478,Single Family,Single Family,,,,
50093,2005,11/30/2005,Guilford,11 DOVER CT,494500.00,835000.00,0.592215569,,,,,,
18069,2018,11/21/2018,Farmington,23 GREAT MEADOW LA,98990.00,150000.00,0.6599,Condo,Condo,,,,
800043,2008,09/08/2009,Deep River,284 WESTBROOK RD,149800.00,187000.00,0.801069519,Single Family,Single Family,,,,
60070,2006,11/09/2006,New Milford,LEGION RD,57680.00,99000.00,0.582626263,,,,,,
20889,2002,07/31/2003,Manchester,146 GREEN RD,71500.00,144900.00,0.493443754,,,,,,POINT (-72.51493 41.79094)
30585,2003,07/27/2004,Southbury,163 SANFORD RD,316440.00,569900.00,0.555255308,,,,,,
14293,2014,02/19/2015,Hartford,167 CLARK ST,55530.00,42000.00,1.322142857,Two Family,Two Family,25 - Other,Foreclosure related sale,,
10334,2001,06/14/2002,Simsbury,4 ARDSLEY WAY,343670.00,692500.00,0.496274368,,,,,,POINT (-72.8579 41.82795)
110029,2011,10/24/2011,Hamden,1212 WHITNEY AVE U2R,88200.00,70000.00,1.26,Condo,Condo,14 - Foreclosure,SALE OF FORCLOSED PROPERTY,,POINT (-72.91227 41.34486)
14004,2014,12/15/2014,Hartland,60 RENGERMAN HILL RD,185300.00,259000.00,0.715444015,Single Family,Single Family,,,,
50363,2005,09/13/2006,Plainfield,238 CEMETERY RD,130540.00,267000.00,0.488913858,,,,,,
15186,2015,06/24/2016,Wilton,15 SPICEWOOD LA,605220.00,1025000.00,0.590458537,Single Family,Single Family,,,,
60711,2006,08/02/2007,Torrington,22 GREENRIDGE RD.,96300.00,182500.00,0.527671233,Single Family,Single Family,,,,
16068,2016,11/15/2016,Farmington,7 NORTHEAST RD,1217130.00,1661027.00,0.732757505,Single Family,Single Family,,,,POINT (-72.7989 41.75029)
40015,2004,10/18/2004,Rocky Hill,122 OLD MAIN ST,131270.00,263000.00,0.499125475,,,,,,
10014,2010,11/10/2010,Canton,76 DARTMOUTH DRIVE,360300.00,470000.00,0.766595745,Single Family,Single Family,,,,
150124,2015,11/12/2015,New Britain,115 BROWN ST,112700.00,89900.00,1.253615128,Three Family,Three Family,15 - Government Agency,,,
160225,2016,01/24/2017,Torrington,139 OLD FARMS RD,109160.00,144000.00,0.758055556,Condo,Condo,,,,POINT (-73.10129 41.8766)
130051,2013,11/18/2013,Simsbury,78 OLD MEADOW PLAIN ROAD,203010.00,274000.00,0.740912409,Single Family,Single Family,,,,
10046,2001,03/06/2002,Willington,59 POTTER SCHOOL RD,38080.00,186000.00,0.204731183,,,3,,,POINT (-72.23036 41.93917)
29011,2002,08/22/2003,Monroe,8 WILLIAM HENRY DR,140490.00,330000.00,0.425727273,,,,,,POINT (-73.18595 41.33256)
41184,2004,09/15/2005,Manchester,121 FERGUSON RD,112500.00,242000.00,0.464876033,,,,,,
900385,2009,06/18/2010,Enfield,24 HAMILTON CT,120890.00,169000.00,0.715325444,Single Family,Single Family,,,,
50361,2005,05/01/2006,Windsor,99 HOLLOW BRK RD,129220.00,215000.00,0.601023256,,,,,,POINT (-72.67255 41.91162)
201005,2020,06/01/2021,Danbury,43 MERRIMAC ST,287700.00,532500.00,0.5402,Residential,Two Family,,G15139,,POINT (-73.46756 41.38603)
200029,2020,10/07/2020,Manchester,106 ELVREE STREET,150900.00,289201.00,0.5217,Residential,Single Family,,,,POINT (-72.51436 41.80696)
40644,2004,09/01/2005,Farmington,12 BUENA VISTA ST,82930.00,225000.00,0.368577778,,,,,,POINT (-72.89861 41.74312)
70040,2007,10/31/2007,Windsor,33 MECHANIC ST #311,0.00,214900.00,0,Condo,Condo,07 - Change in Property,,,
180047,2018,12/18/2018,Bloomfield,8 STUART DR,177660.00,267000.00,0.6653,Single Family,Single Family,,,,
51082,2005,03/06/2006,Stamford,DIAZ ST,52500.00,159000.00,0.330188679,,,,,,
190440,2019,09/29/2020,Avon,33 PAPER CHASE TRAIL,297580.00,452000.00,0.6584,Single Family,Single Family,,,,
40112,2004,04/29/2005,Redding,43 FARVIEW FARM RD,861210.00,1341500.00,0.641975401,,,,,,
150012,2015,12/23/2015,Ashford,122 LAKE VIEW DR,105900.00,175000.00,0.605142857,Single Family,Single Family,,2 BR RANCH. CHAFFEE LAKE AREA. RENOVATED PRIOR TO SALE.,,
30297,2003,05/26/2004,Waterford,1 MADISON ST,74170.00,160000.00,0.4635625,,,,,,
40074,2004,06/02/2005,Sherman,2 POND VW LN,227570.00,400000.00,0.568925,,,,,,
30540,2003,03/16/2004,Milford,30 SOUTHERN PKY,88760.00,170000.00,0.522117647,,,,,,POINT (-73.10439 41.19738)
70069,2007,03/10/2008,Westbrook,54 STONE HEDGE RD EXT,70190.00,108000.00,0.649907407,Single Family,Single Family,,MOBILE HOME,,
140421,2014,04/24/2015,Fairfield,104 OLD SOUTH ROAD,1772890.00,2100000.00,0.844233333,Single Family,Single Family,,,,POINT (-73.28677 41.13111)
21003,2002,07/21/2003,Greenwich,RIVER RD,769020.00,1700000.00,0.452364706,,,,,,
50766,2005,04/20/2006,New Britain,129 AMHERST ST,85400.00,195000.00,0.437948718,,,,,,
160133,2016,03/07/2017,New Canaan,51 MAIN STREET,895930.00,740000.00,1.210716216,Single Family,Single Family,16 - Charitable Group,"Sale to or from a charitable, educational, benevolent or religious group",,
110934,2011,07/02/2012,Stamford,99 CROSS COUNTRY TRAIL,972700.00,1190000.00,0.817394958,Single Family,Single Family,,,,
80105,2008,08/04/2009,Winchester,124 WINCHESTER RD,772700.00,545000.00,1.417798165,,,16 - Charitable Group,PURCHASED BY LAND TRUST/LAND CONSERVATION,,
50541,2005,03/28/2006,Stratford,536 COLUMBUS AVE,75430.00,125000.00,0.60344,,,1,,,
170158,2017,05/03/2018,Bloomfield,1350 BLUE HILLS AVE,880600.00,840000.00,1.048333333,,,03 - Inter Corporation,,SALE BETWEEN RELATED LLC PER CONCORD SITE,
70001,2007,10/01/2007,Woodbury,35 SCUPPO RD,160260.00,289500.00,0.55357513,Single Family,Single Family,,,,
50936,2005,08/31/2006,Norwich,296 SALEM TPKE UT 29,119000.00,240000.00,0.495833333,,,,,,POINT (-72.12968 41.50619)
16855,2016,09/01/2017,East Hartford,"30 HILLSIDE ST., #C-22",35320.00,44000.00,0.802727273,Condo,Condo,24 - Plottage,buyer acquiring blocks of condo units,,
60223,2006,06/21/2007,Plainfield,1 S PINE ST,69820.00,80000.00,0.87275,Single Family,Single Family,08 - Part Interest,,,
30410,2003,06/04/2004,South Windsor,701 JOHN FITCH BLVD,315370.00,300000.00,1.051233333,,,7,,,
120607,2012,05/06/2013,Norwalk,4 DANCING BEAR RD,813890.00,785000.00,1.036802548,Single Family,Single Family,,,,
40221,2004,06/16/2005,Plymouth,3 LOVELY ST,20160.00,38900.00,0.518251928,,,,,,
21025,2002,07/07/2003,Milford,185 MELBA ST,64330.00,144270.00,0.445900049,,,,,,
1801469,2018,08/02/2019,Stamford,154 COLD SPRING ROAD #6,173340.00,275000.00,0.6303,Condo,Condo,,,,
110330,2011,03/21/2012,New Haven,109 ESSEX STREET,88760.00,167500.00,0.529910448,Single Family,Single Family,,,,
40143,2004,05/31/2005,Hebron,366 W MAIN ST,132510.00,235000.00,0.56387234,,,,,,POINT (-72.39533 41.65069)
40063,2004,11/23/2004,Monroe,214A WINDGATE CIR,127120.00,223500.00,0.568769575,,,,,,
180296,2018,02/20/2019,Torrington,121 HASSIG RD,65830.00,45000.00,1.4628,Single Family,Single Family,14 - Foreclosure,OUT OF FORECLOSURE,,
110818,2011,09/18/2012,Greenwich,"44 KHAKUM WOOD ROAD, GREENWICH",4296740.00,6800000.00,0.631873529,Single Family,Single Family,,10-1382,,
14433,2014,09/21/2015,Farmington,9 OLD CANAL CROSSING,247350.00,399900.00,0.618529632,Single Family,Single Family,,,,
50468,2005,02/09/2006,Milford,235 FOXWOOD LN,67340.00,205000.00,0.328487805,,,,,,
20792,2002,06/06/2003,Hamden,75 WILLARD ST,82600.00,196900.00,0.419502285,,,,,,
59017,2005,03/16/2006,Franklin,766 ROUTE 32,114690.00,350000.00,0.327685714,,,29,,,
51960,2005,07/03/2006,Stamford,48 FIELDSTONE RD,292330.00,727000.00,0.402104539,,,,,,
140999,2014,09/29/2015,Fairfield,125 OYSTER ROAD,370160.00,525000.00,0.705066667,Single Family,Single Family,,,,
30662,2003,06/07/2004,Fairfield,222 SPRING HL RD,490350.00,832000.00,0.589362981,,,,,,
90067,2009,04/09/2010,Woodbury,46 STONEFIELD RD,423900.00,449900.00,0.94220938,Single Family,Single Family,25 - Other,SALE NOT BETWEEN A WILLING BUYER & SELLER,,
50008,2005,10/12/2005,Orange,23 CENTER RD CIR,152100.00,425000.00,0.357882353,,,1,,,
51298,2005,02/23/2006,Waterbury,170 STONEFIELD DR UT 28,27720.00,155195.00,0.178614002,,,7,,,
1900320,2019,05/13/2020,East Haven,9 JULIUS DR,156340.00,100000.00,1.5634,Single Family,Single Family,01 - Family,,,POINT (-72.84428 41.33126)
10034,2001,01/18/2002,Sherman,201 RT 37 S,278110.00,425000.00,0.654376471,,,,,,
90763,2009,06/18/2010,New Haven,612 CHAPEL ST,404320.00,560000.00,0.722,Single Family,Single Family,,,,
30286,2003,11/13/2003,Danbury,67A SHERIDAN ST UT 5,52500.00,215000.00,0.244186047,,,7,,,
160069,2016,03/28/2017,Redding,12 WOODS WAY UNIT 18A,363200.00,555000.00,0.654414414,Condo,Condo,,,,
11932,2001,07/09/2002,Stamford,79 COURTLAND AVE 114,73150.00,226000.00,0.323672566,,,,,,
18610,2018,07/25/2019,West Haven,4 MULLEN RD,148750.00,224000.00,0.664,Single Family,Single Family,,,,
51924,2005,06/06/2006,Waterbury,585 PARK RD B5 UT 6,48650.00,127500.00,0.381568627,,,,,,POINT (-73.08642 41.5545)
900013,2009,10/08/2009,Enfield,3 PHYLLIS ST,117460.00,165000.00,0.711878788,Single Family,Single Family,,,,POINT (-72.56938 42.02688)
1801207,2018,06/19/2019,Stamford,14 HEDGE BROOK LANE,515740.00,665000.00,0.7755,Single Family,Single Family,,,,
180403,2018,05/13/2019,Glastonbury,31 TREAT RD,156100.00,245000.00,0.6371,Single Family,Single Family,,,,
181311,2018,09/30/2019,Danbury,19 SOMERS ST #A6,106800.00,165000.00,0.6472,Condo,Condo,,J12187-6,,
60165,2006,03/29/2007,Avon,2 LITCHFIELD LN,221840.00,510000.00,0.434980392,Condo,Condo,,,,
10349,2001,09/17/2002,Ellington,25 CRANE RD,153570.00,272900.00,0.562733602,,,14,,,
160085,2016,11/15/2016,Southington,25 GOLDEN RUSSET WAY,184730.00,325000.00,0.5684,Single Family,Single Family,07 - Change in Property,NEW CONSTRUCTION,,
130079,2013,11/12/2013,Hamden,140 BLUE TRAIL,275310.00,157500.00,1.748,Single Family,Single Family,14 - Foreclosure,BANK SALE,,
